Date,Season,G,Tm,@,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,MP-binned,GmSc/min,PM/min,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
2/20/2008,5,48,CLE,@,IND,W (+9),43.233333333,11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31,30.1,14,Above,0.696222051,0.323824210,117.1,101.2,15.8,50,3,29.3,4.5,28.6,16.3,9.8,52.3,56.8,30.2,90.5,27
2/22/2008,5,49,CLE,,WAS,W (+1),44.533333333,11,20,0.55,2,6,0.333,9,14,0.643,3,12,15,8,1,1,3,1,33,31,2,Above,0.696107784,0.044910180,107.6,103.8,3.8,38.1,2.67,21.1,7.1,30,18.3,7.9,60,63.1,32.6,85.69,27.5
2/24/2008,5,50,CLE,,MEM,W (+20),39.033333333,10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,23.8,19,Average,0.609735269,0.486763450,113.9,91,22.9,44,1.83,30.6,3.1,17.1,10.4,16.7,61.8,65.1,27.8,96.52,25.9
2/26/2008,5,51,CLE,@,MIL,L (-3),37.833333333,16,24,0.667,1,3,0.333,2,5,0.4,0,4,4,6,0,1,2,3,35,26.3,-2,Average,0.695154185,-0.052863436,115.5,118.3,-2.8,35.3,3,18.2,0,10,5.3,6.1,68.8,66.8,34.2,90.1,20.1
2/27/2008,5,52,CLE,@,BOS,L (-5),39,7,24,0.292,1,6,0.167,11,15,0.733,4,4,8,4,0,0,3,2,26,13.4,-13,Average,0.343589744,-0.333333333,84,102.7,-18.7,25,1.33,10.5,8.9,15.4,11.3,7.9,31.3,42.5,37.4,91.69,9.9
2/29/2008,5,53,CLE,,MIN,W (+8),43.583333333,11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,30,28.7,12,Above,0.658508604,0.275334608,117.6,101.4,16.2,54.2,4.33,31,5.7,13,9.9,7.1,52.3,57.8,33.7,81.49,24.1
3/2/2008,5,54,CLE,,CHI,W (+9),39.85,15,29,0.517,0,5,0,7,8,0.875,3,3,6,6,1,0,3,1,37,27.1,21,Average,0.680050188,0.526976161,110.1,84.6,25.5,31.6,2,14.3,8.6,6.8,7.6,7.1,51.7,56.9,39.6,94.54,25.4
3/5/2008,5,55,CLE,@,NYK,W (+14),43.833333333,16,30,0.533,7,13,0.538,11,16,0.688,1,7,8,10,4,0,2,3,50,44,11,Above,1.003802281,0.250950570,136.6,124.7,11.9,45.5,5,20.4,2.5,20,10.7,4.1,65,67.5,39.8,89.25,27.7
3/6/2008,5,56,CLE,@,CHI,L (-11),37.916666667,13,27,0.481,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,39,25.2,-21,Average,0.664615385,-0.553846154,94.6,126.4,-31.8,9.1,0.25,2.8,0,6.4,3.3,11.1,51.9,60.4,41.7,92.41,20.5
3/8/2008,5,57,CLE,,IND,W (+8),38.216666667,11,24,0.458,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,38,32.5,15,Average,0.850414304,0.392498910,127.3,110.7,16.6,16.7,2,11.1,10,20.6,14.9,5.6,56.3,64.9,33,95.46,20.6
3/10/2008,5,58,CLE,,POR,W (+8),43.683333333,7,18,0.389,1,4,0.25,9,13,0.692,1,9,10,11,1,2,4,0,24,22.1,10,Above,0.505913773,0.228920259,107.8,98.6,9.1,52.4,2.75,28.2,2.6,19.6,11.8,10.3,41.7,50.6,32.9,82.97,22.7
3/12/2008,5,59,CLE,@,NJN,L (-5),45.683333333,12,23,0.522,2,7,0.286,16,23,0.696,3,8,11,7,1,2,6,5,42,31.7,-4,Above,0.693907333,-0.087559285,104.5,107.8,-3.3,38.9,1.17,15.2,7,20.5,13.4,13,56.5,63.4,38.6,94.05,19.9
3/13/2008,5,60,CLE,@,WAS,L (-2),43.383333333,9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,7,0,0,7,4,25,11.6,3,Above,0.267383788,0.069150980,112.3,106,6.3,31.8,1,17.9,4.4,12.5,8.2,17.9,43.2,49,32.3,90.73,9.6
3/16/2008,5,61,CLE,,CHA,W (+7),41.666666667,11,24,0.458,1,3,0.333,10,16,0.625,2,5,7,10,1,2,1,2,33,28.7,17,Average,0.6888,0.408,111.1,92.4,18.7,47.6,10,24.4,4.3,9.8,7.2,2.4,47.9,53.2,32.6,92.16,21.6
3/17/2008,5,62,CLE,@,ORL,L (-14),42.233333333,11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,30,22.4,-7,Above,0.530386740,-0.165745856,110,117.3,-7.3,26.1,2,16.7,5,14.3,10.1,8.3,52.3,55.9,32.6,91.51,18.6
3/19/2008,5,63,CLE,,DET,W (+16),41.066666667,11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,30,29.9,15,Average,0.728084416,0.365259740,112.9,90.1,22.7,28.6,0,21.4,7.7,9.3,8.5,0,63.2,67.9,27.8,82.4,24.7
3/21/2008,5,64,CLE,,TOR,W (+7),41.4,14,22,0.636,1,3,0.333,0,0,,0,12,12,5,1,0,5,1,29,21.9,-3,Average,0.528985507,-0.072463768,93.3,97.3,-4,33.3,1,15.6,0,27.3,14.6,15.6,65.9,65.9,30.7,86.96,26.7
3/22/2008,5,65,CLE,@,MIL,L (-10),38.583333333,9,25,0.36,3,9,0.333,8,10,0.8,4,7,11,4,2,0,4,3,29,18.8,-12,Average,0.487257019,-0.311015119,95.1,112.7,-17.6,23.5,1,10.5,7.5,22.6,13.1,10.5,42,49.3,34.3,99.52,14.2
3/26/2008,5,66,CLE,,NOH,L (-1),40.55,6,14,0.429,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,21,19.9,-3,Average,0.490752158,-0.073982737,113.5,119.2,-5.7,28.6,4,28.6,0,7.7,3.9,7.1,46.4,57.1,22.5,87,13.5
3/29/2008,5,67,CLE,@,DET,L (-14),35.3,4,17,0.235,1,5,0.2,4,6,0.667,0,4,4,5,0,0,5,0,13,1.6,-19,Below,0.045325779,-0.538243626,80.6,115,-34.4,31.3,1,16.7,0,14.8,6.5,16.7,26.5,33.1,34.7,82.95,2
3/30/2008,5,68,CLE,,PHI,W (+3),41.783333333,11,18,0.611,1,2,0.5,3,3,1,3,6,9,9,3,1,1,4,26,29.1,7,Average,0.696449940,0.167530913,107.9,97.4,10.5,39.1,9,31,7.9,14.3,11.3,3.4,63.9,67.3,22.2,87.88,25.4
4/2/2008,5,69,CLE,@,CHA,W (+4),31.216666667,11,19,0.579,1,4,0.25,6,6,1,2,2,4,5,3,2,4,6,29,23.6,3,Below,0.756006407,0.096102509,119.4,116.4,3,27.8,1.25,16.7,5.9,8,6.8,13.3,60.5,67,32.9,94.57,17.2
4/3/2008,5,70,CLE,,CHI,L (-3),38.5,10,24,0.417,3,7,0.429,10,14,0.714,0,5,5,4,2,2,3,4,33,21.7,-1,Average,0.563636364,-0.025974026,106.8,108.1,-1.4,20,1.33,10.8,0,19.2,7.1,8.1,47.9,54.7,37.1,92.26,13.2
4/5/2008,5,71,CLE,,ORL,L (-15),42.366666667,6,22,0.273,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,17,10.8,-15,Above,0.254917388,-0.354051928,90.2,109.9,-19.6,39.1,1.8,22.5,10,5.4,8,12.5,29.5,33.3,30.4,92.34,5.7
4/9/2008,5,72,CLE,,NJN,W (+21),35.366666667,11,21,0.524,1,4,0.25,10,13,0.769,4,3,7,8,1,2,0,2,33,32.4,10,Below,0.916116871,0.282752121,116.4,103,13.4,50,0,23.5,10.3,8.6,9.5,0,54.8,61.8,32.5,90.27,30.3
4/11/2008,5,73,CLE,@,CHI,L (-5),38.183333333,13,21,0.619,2,6,0.333,6,12,0.5,0,6,6,2,3,0,3,2,34,24.5,-10,Average,0.641641205,-0.261894369,96.2,110.3,-14.1,12.5,0.67,6.5,0,16.7,7.3,9.7,66.7,64.7,31.5,98.68,19
4/13/2008,5,74,CLE,,MIA,W (+8),35.25,3,9,0.333,0,1,0,7,9,0.778,0,11,11,7,1,2,5,1,13,12.3,-3,Below,0.348936170,-0.085106383,93.9,103.2,-9.2,41.2,1.4,28,0,37.9,16.7,20,33.3,50.2,22.8,87.83,19.2
4/14/2008,5,75,CLE,@,PHI,W (+1),41.683333333,10,18,0.556,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,27,17.6,-5,Average,0.422231108,-0.119952019,95,101.3,-6.3,25,1,15.2,2.4,7.1,4.8,15.2,58.3,58,30.1,92.12,14.1
10/28/2008,6,1,CLE,@,BOS,L (-5),36,9,21,0.429,0,4,0,4,8,0.5,1,6,7,6,2,1,3,4,22,14.1,-3,Average,0.391666667,-0.083333333,97.1,100,-2.9,42.9,2,17.6,3.3,17.6,10.9,8.8,42.9,44.9,35.9,92.66,16.4
10/30/2008,6,2,CLE,,CHA,W (+17),30.266666667,7,15,0.467,0,2,0,8,12,0.667,2,7,9,9,0,1,5,3,22,17,10,Below,0.561674009,0.330396476,110.9,89.5,21.4,60,1.8,26.5,7.7,19.4,14.5,14.7,46.7,54.2,39.7,88.83,25
11/1/2008,6,3,CLE,@,NOH,L (-12),37.716666667,6,15,0.4,0,3,0,3,4,0.75,2,5,7,13,3,0,5,3,15,15.3,-8,Average,0.405656209,-0.212107821,100,109.6,-9.6,54.2,2.6,37.1,5.7,15.6,10.4,14.3,40,44.7,27.2,92.27,15.3
11/3/2008,6,4,CLE,@,DAL,W (+19),34.133333333,8,20,0.4,0,2,0,13,15,0.867,2,6,8,3,2,1,1,1,29,24,13,Below,0.703125,0.380859375,109.5,88.9,20.6,18.8,3,9.7,5.4,17.6,11.3,3.2,40,54.5,35.9,88.6,26
11/5/2008,6,5,CLE,,CHI,W (+14),35.833333333,13,23,0.565,0,2,0,15,16,0.938,2,7,9,6,4,0,5,1,41,36,22,Average,1.004651163,0.613953488,121.4,92.6,28.8,37.5,1.2,14.6,6.1,19.4,13,12.2,56.5,68.2,43.2,92.42,35.4
11/7/2008,6,6,CLE,,IND,W (+4),39.333333333,11,24,0.458,1,6,0.167,4,7,0.571,2,7,9,8,1,4,4,2,27,21.5,-3,Average,0.546610169,-0.076271186,112.5,119.2,-6.7,42.1,2,21.1,5.6,18.9,12.3,10.5,47.9,49.9,34.5,96.41,16.8
11/8/2008,6,7,CLE,@,CHI,W (+9),39.2,13,29,0.448,4,7,0.571,11,13,0.846,4,9,13,4,0,0,2,1,41,31,12,Average,0.790816327,0.306122449,117.8,102.8,15,23.5,2,9.8,10.8,20,15.9,4.9,51.7,59,41.1,88.78,30.8
11/11/2008,6,8,CLE,,MIL,W (+6),42.766666667,16,24,0.667,1,4,0.25,8,10,0.8,0,5,5,6,3,0,2,2,41,35.7,11,Above,0.834762276,0.257209665,112.3,101.3,11.1,35.3,3,16.2,0,10.9,6.3,5.4,68.8,72.2,35.2,89.79,31.9
11/13/2008,6,9,CLE,,DEN,W (+11),38.033333333,10,20,0.5,0,0,,2,4,0.5,1,7,8,11,3,0,5,4,22,18.1,14,Average,0.475898335,0.368098160,129,110.3,18.7,40.7,2.2,29.7,3.4,22.6,13.3,13.5,50,50.6,33.3,86.45,14.4
11/15/2008,6,10,CLE,,UTA,W (+12),42.05,13,21,0.619,3,7,0.429,9,11,0.818,3,2,5,7,2,2,2,2,38,35.9,33,Average,0.853745541,0.784780024,133.8,94.6,39.2,31.8,3.5,20,9.1,5.3,7,5.7,69,73.5,31.5,86.17,27.1
11/18/2008,6,11,CLE,@,NJN,W (+24),35.966666667,9,20,0.45,1,4,0.25,12,17,0.706,0,8,8,4,0,1,3,3,31,20.3,17,Average,0.564411492,0.472659870,117.1,92.9,24.3,25,1.33,11.8,0,19,10.5,8.8,47.5,56.4,38,93.44,22.3
11/19/2008,6,12,CLE,@,DET,L (-7),39.5,8,21,0.381,0,4,0,9,10,0.9,1,5,6,6,4,0,3,1,25,20.1,-5,Average,0.508860759,-0.126582278,102.7,107.9,-5.2,30,2,17.1,3,15.6,9.2,8.6,38.1,49.2,34.9,91.76,17.6
11/22/2008,6,13,CLE,,ATL,W (+14),36.583333333,8,19,0.421,1,4,0.25,7,7,1,1,6,7,8,2,0,2,3,24,20.8,16,Average,0.568564920,0.437357631,135.8,111.9,23.9,33.3,4,25,3.1,17.1,10.4,6.3,44.7,54.3,30.8,87.91,16.9
11/25/2008,6,14,CLE,@,NYK,W (+18),30.333333333,7,14,0.5,3,7,0.429,9,11,0.818,0,4,4,1,1,1,1,0,26,20.8,17,Below,0.685714286,0.560439560,121.3,93.4,27.9,4.8,1,4.8,0,10.8,6,4.8,60.7,69,28.6,96.53,20.6
11/28/2008,6,16,CLE,,GSW,W (+15),30.65,9,13,0.692,3,4,0.75,2,4,0.5,1,6,7,8,3,1,2,2,23,25.7,24,Below,0.838499184,0.783034258,125.8,89.4,36.4,33.3,4,32,3.2,16.7,10.4,8,80.8,77.9,22.1,103.36,26.2
11/29/2008,6,17,CLE,@,MIL,W (+12),41.366666667,12,27,0.444,1,5,0.2,7,10,0.7,1,6,7,5,2,1,3,3,32,21.2,7,Average,0.512489927,0.169218372,103.8,95,8.8,22.7,1.67,12.8,2,14.6,7.6,7.7,46.3,51,34.3,92.83,17.8
12/3/2008,6,18,CLE,,NYK,W (+36),28.15,5,10,0.5,1,4,0.25,10,10,1,0,5,5,6,5,1,0,0,21,27.4,30,Below,0.973357016,1.065719361,119.7,69.4,50.3,28.6,0,30,0,15.6,8.1,0,55,72.9,19.7,104.87,35.7
12/5/2008,6,19,CLE,,IND,W (+24),37.616666667,4,12,0.333,0,4,0,3,4,0.75,2,6,8,11,1,3,2,2,11,15,32,Average,0.398759415,0.850686752,120.6,72.5,48.1,37.9,5.5,40.7,6.3,17.1,11.9,7.4,33.3,40,21.6,87.41,14.9
12/6/2008,6,20,CLE,@,CHA,W (+20),27.666666667,8,17,0.471,2,4,0.5,7,8,0.875,2,3,5,4,2,2,3,3,25,20.2,27,Below,0.730120482,0.975903614,119.6,65.4,54.2,33.3,1.33,14.3,8,9.4,8.8,10.7,52.9,60.9,40,89.35,31
12/9/2008,6,21,CLE,,TOR,W (+20),30.4,11,18,0.611,2,5,0.4,7,8,0.875,0,5,5,4,3,0,2,1,31,27.3,19,Below,0.898026316,0.625,114.3,85.5,28.8,23.5,2,14.3,0,17.9,8.8,7.1,66.7,72,34.8,98.68,30.9
12/10/2008,6,22,CLE,@,PHI,W (+8),39.066666667,10,22,0.455,2,6,0.333,7,8,0.875,2,2,4,5,0,2,1,4,29,21.5,-1,Average,0.550341297,-0.025597270,107.7,110.4,-2.7,22.7,5,16.1,4.7,5.7,5.1,3.2,50,56.8,28.9,95.22,14.2
12/12/2008,6,23,CLE,,PHI,W (+16),36.833333333,9,21,0.429,1,4,0.25,9,12,0.75,3,4,7,7,1,3,0,2,28,26.2,13,Average,0.711312217,0.352941176,104.4,85.3,19.1,46.7,0,20.6,7.7,13.3,10.1,0,45.2,53.3,34.2,88.62,26
12/13/2008,6,24,CLE,@,ATL,L (-5),45.666666667,10,19,0.526,2,7,0.286,11,12,0.917,2,4,6,9,4,1,1,2,33,35.1,1,Above,0.768613139,0.021897810,116.9,112.7,4.2,39.1,9,26.5,4.3,11.1,7.2,2.9,57.9,68,26.3,81.99,27.8
12/17/2008,6,25,CLE,@,MIN,W (+23),39.633333333,14,20,0.7,2,6,0.333,2,4,0.5,0,6,6,3,2,2,0,1,32,29.7,22,Average,0.749369218,0.555088310,117.4,88.1,29.3,14.3,0,12.5,0,17.6,9.1,0,75,73.5,27.6,82.35,27.5
12/19/2008,6,26,CLE,@,DEN,W (+17),38.75,13,20,0.65,0,2,0,7,8,0.875,3,7,10,8,0,0,6,3,33,26.4,14,Average,0.681290323,0.361290323,113,96.1,16.9,40,1.33,21.6,8.6,17.5,13.3,16.2,65,70.2,33.3,94.77,29
12/21/2008,6,27,CLE,@,OKC,W (+11),42.766666667,14,24,0.583,2,4,0.5,1,2,0.5,2,2,4,7,3,1,3,1,31,26.6,16,Above,0.621979735,0.374123149,119.5,98.7,20.8,29.2,2.33,20.6,5.9,4.9,5.3,8.8,62.5,62.3,31.4,86.42,20.7
12/23/2008,6,28,CLE,,HOU,W (+9),38.333333333,11,23,0.478,0,3,0,5,7,0.714,1,8,9,5,3,1,7,2,27,17,14,Average,0.443478261,0.365217391,115.5,95.8,19.7,26.3,0.71,13.2,3.2,22.2,13.4,18.4,47.8,51.8,40.2,88.9,16.9
12/25/2008,6,29,CLE,,WAS,W (+4),38.216666667,6,13,0.462,0,2,0,6,10,0.6,0,5,5,6,3,1,3,1,18,15.7,-4,Average,0.410815526,-0.104666376,100,104.2,-4.2,33.3,2,24,0,12.8,6.5,12,46.2,51.7,22.9,89.8,14.4
12/28/2008,6,30,CLE,,MIA,W (+7),42.516666667,12,19,0.632,2,4,0.5,7,12,0.583,0,6,6,9,0,1,2,1,33,28.9,8,Above,0.679733438,0.188161505,104.8,94,10.8,52.9,4.5,25.7,0,13.3,6.6,5.7,68.4,68,26.3,94.27,27.7
12/30/2008,6,31,CLE,@,MIA,L (-9),43.483333333,12,24,0.5,3,8,0.375,11,14,0.786,0,2,2,7,0,2,5,2,38,25.9,-6,Above,0.595630510,-0.137983902,117.9,122.5,-4.6,35,1.4,16.7,0,4.9,2.6,11.9,56.3,63,40.7,87.21,15.9
1/2/2009,6,32,CLE,,CHI,W (+25),37.266666667,3,8,0.375,2,3,0.667,8,8,1,1,9,10,11,2,3,5,1,16,21.4,27,Average,0.574239714,0.724508050,123.7,89.3,34.4,37.9,2.2,39.3,2.6,20.9,12.3,17.9,50,69.4,19.5,97.25,22.3
1/4/2009,6,33,CLE,@,WAS,L (-3),40.766666667,11,22,0.5,3,9,0.333,5,8,0.625,0,6,6,10,1,2,7,4,30,20.4,0,Average,0.500408831,0,89.5,90.7,-1.2,71.4,1.43,24.4,0,14.6,7.5,17.1,56.8,58.8,36.9,88.9,27.7
1/7/2009,6,34,CLE,,CHA,W (+30),30.983333333,9,16,0.563,0,1,0,3,3,1,0,4,4,4,2,2,4,1,21,16.4,23,Below,0.529316837,0.742334588,119.3,78.9,40.4,20,1,16,0,13.3,7.8,16,56.3,60.6,32.8,88.31,20.1
1/9/2009,6,35,CLE,,BOS,W (+15),35.816666667,13,25,0.52,3,7,0.429,9,9,1,1,6,7,6,4,3,3,2,38,34.7,20,Average,0.968822708,0.558399255,122.4,89.9,32.5,42.9,2,16.2,4.2,16.2,11.5,8.1,58,65.6,43.7,91.13,31.7
1/13/2009,6,36,CLE,@,MEM,W (+15),40.2,9,15,0.6,1,5,0.2,11,14,0.786,0,11,11,10,3,1,2,2,30,33.1,21,Average,0.823383085,0.522388060,116.7,89.7,26.9,43.5,5,30.3,0,28.2,16.2,6.1,63.3,70.9,28.8,93.13,34.7
1/15/2009,6,37,CLE,@,CHI,L (-9),44.316666667,8,28,0.286,1,6,0.167,11,16,0.688,3,11,14,7,1,1,8,4,28,12,2,Above,0.270778488,0.045129748,100,100,0,33.3,0.88,14,7,26.2,16.5,16,30.4,40,44.8,89.9,9.6
1/16/2009,6,38,CLE,,NOH,W (+14),42.983333333,12,24,0.5,0,2,0,5,6,0.833,3,11,14,7,3,1,4,3,29,25.4,19,Above,0.590926716,0.442031795,116,93.2,22.8,36.8,1.75,18.4,7.7,25.6,17.1,10.5,50,54.4,36.9,82.63,27.6
1/19/2009,6,39,CLE,@,LAL,L (-17),42.166666667,9,25,0.36,1,5,0.2,4,8,0.5,2,7,9,4,4,1,6,1,23,12.1,-11,Above,0.286956522,-0.260869565,102.5,117.9,-15.4,18.2,0.67,10.3,4.9,18.9,11.5,15.4,38,40.3,37.6,89.36,8.2
1/21/2009,6,40,CLE,@,POR,W (+6),42.033333333,14,30,0.467,3,6,0.5,3,4,0.75,0,7,7,14,1,0,2,1,34,28.7,14,Average,0.682791435,0.333068993,132,113.3,18.7,56,7,29.2,0,15.9,8.8,4.2,51.7,53.5,37.8,85.65,25.6
1/23/2009,6,41,CLE,@,GSW,W (+1),40.65,10,24,0.417,2,5,0.4,10,16,0.625,2,7,9,8,3,2,2,2,32,27.5,12,Average,0.676506765,0.295202952,116.3,103.5,12.7,33.3,4,19.5,4.7,15.9,10.3,4.9,45.8,51.5,33.7,100.96,18.9
1/24/2009,6,42,CLE,@,UTA,W (+5),41.133333333,14,27,0.519,1,6,0.167,4,6,0.667,4,10,14,9,1,0,2,1,33,29.6,16,Average,0.719611021,0.388978930,129.3,108,21.3,37.5,4.5,22.5,10.5,23.8,17.5,5,53.7,55.7,36,87.52,23
1/27/2009,6,43,CLE,,SAC,W (+7),37.516666667,5,10,0.5,0,2,0,13,15,0.867,5,10,15,11,0,3,2,1,23,31.1,6,Average,0.828964904,0.159928920,124.7,118.1,6.6,47.8,5.5,36.7,13.5,32.3,22.1,6.7,50,69.3,21.3,92.76,24.4
1/29/2009,6,44,CLE,@,ORL,L (-11),37.683333333,10,27,0.37,0,2,0,3,6,0.5,1,7,8,8,1,1,2,1,23,14.6,-9,Average,0.387439186,-0.238832375,95.8,108.5,-12.7,44.4,4,20,2.4,18.4,10.1,5,37,38.8,41,90.44,13.7
1/30/2009,6,45,CLE,,LAC,W (+17),37.133333333,9,17,0.529,2,4,0.5,5,6,0.833,0,7,7,6,3,1,3,2,25,22.5,32,Average,0.605924596,0.861759425,141.2,92.8,48.4,22.2,2,21.4,0,17.5,10,10.7,58.8,63.6,28.2,88.54,18.1
2/1/2009,6,46,CLE,@,DET,W (+10),38.833333333,12,25,0.48,3,8,0.375,6,11,0.545,4,0,4,8,1,1,5,3,33,22.2,-8,Average,0.571673820,-0.206008584,93,105.7,-12.8,61.5,1.6,18.6,9.8,0,5.3,11.6,54,55.3,42.7,87.14,16.9
2/3/2009,6,47,CLE,,TOR,W (+18),37.516666667,9,20,0.45,2,5,0.4,13,13,1,1,6,7,4,1,2,3,3,33,26.1,23,Average,0.695690804,0.613060862,119.4,83.8,35.6,23.5,1.33,12.5,3,13.3,9,9.4,50,64.2,37.3,86.36,26.8
2/4/2009,6,48,CLE,@,NYK,W (+5),44.05,17,33,0.515,2,7,0.286,16,19,0.842,0,9,9,11,0,2,3,1,52,42.9,7,Above,0.973893303,0.158910329,117,112.9,4.1,61.1,3.67,19.6,0,20.5,10.6,5.4,54.5,62.9,47.9,94.26,29.3
2/8/2009,6,49,CLE,,LAL,L (-10),40.133333333,5,20,0.25,2,8,0.25,4,8,0.5,3,5,8,12,0,0,1,1,16,13,-12,Average,0.323920266,-0.299003322,102.7,117.3,-14.6,50,12,32.4,6.4,13.2,9.4,2.7,30,34,28.1,89.1,9.5
2/10/2009,6,50,CLE,@,IND,L (-1),41.166666667,15,21,0.714,4,7,0.571,13,14,0.929,0,7,7,4,1,1,7,1,47,37.1,7,Average,0.901214575,0.170040486,109.9,105.1,4.7,23.5,0.57,10.5,0,17.1,9,18.4,81,86.5,36.6,92.7,33.8
2/11/2009,6,51,CLE,,PHO,W (+17),33.283333333,9,18,0.5,1,5,0.2,7,8,0.875,2,4,6,6,2,1,3,1,26,22.7,22,Below,0.682023035,0.660991487,120.8,94.2,26.6,24,2,20,5.1,14.8,9.1,10,52.8,60.4,27.9,101.67,19.4
2/18/2009,6,52,CLE,@,TOR,W (+17),33.2,9,17,0.529,0,3,0,2,2,1,1,8,9,9,1,1,5,1,20,17.4,20,Below,0.524096386,0.602409639,111.1,78.1,33,42.9,1.8,28.1,4.5,19.5,14.3,15.6,52.9,55.9,33.8,91.81,24.9
2/20/2009,6,53,CLE,@,MIL,W (+8),40.066666667,16,29,0.552,8,11,0.727,15,22,0.682,1,4,5,9,0,0,6,3,55,39.3,13,Average,0.980865225,0.324459235,122,108.8,13.2,52.9,1.5,16.7,2.9,10.8,6.9,11.1,69,71.1,47.4,97.04,33.5
2/22/2009,6,54,CLE,,DET,W (+21),30.566666667,6,13,0.462,0,3,0,8,10,0.8,0,5,5,9,2,1,0,0,20,23,22,Below,0.752453653,0.719738277,134.5,94.5,40,42.9,0,34.6,0,15.6,8.5,0,46.2,57.5,26.6,86.37,22.9
2/24/2009,6,55,CLE,,MEM,W (+15),29.666666667,4,10,0.4,1,2,0.5,6,8,0.75,0,5,5,8,0,1,2,1,15,14.2,13,Below,0.478651685,0.438202247,109.3,82.1,27.1,57.1,4,33.3,0,15.2,8.3,8.3,45,55.5,24.2,88.99,22
2/26/2009,6,56,CLE,@,HOU,L (-19),33.85,7,21,0.333,2,5,0.4,5,6,0.833,0,1,1,0,1,2,3,4,21,6.8,-14,Below,0.200886263,-0.413589365,81.4,108.8,-27.4,0,0,0,0,3.8,1.6,11.1,38.1,44.4,38,82.24,2.3
2/27/2009,6,57,CLE,@,SAS,W (+11),32.133333333,12,23,0.522,3,6,0.5,3,3,1,4,10,14,4,2,0,1,2,30,27.5,29,Below,0.855809129,0.902489627,128.6,76.8,51.8,25,4,14.3,11.8,30.3,20.9,3.6,58.7,61.7,34.3,83.65,34.9
3/1/2009,6,58,CLE,@,ATL,W (+1),43.716666667,8,20,0.4,2,7,0.286,8,14,0.571,1,5,6,11,1,2,0,3,26,23.9,4,Above,0.546702249,0.091498284,102.5,98.8,3.7,47.8,0,29.7,2.3,11.9,7.1,0,45,49.7,28.3,88.39,20.3
3/2/2009,6,59,CLE,@,MIA,W (+7),43.666666667,13,21,0.619,6,7,0.857,10,10,1,1,7,8,4,1,1,6,4,42,32.2,8,Above,0.737404580,0.183206107,114.6,106.8,7.8,18.2,0.67,11.4,2.9,15.9,10.1,17.1,76.2,82.7,31.3,97.28,22.8
3/4/2009,6,60,CLE,,MIL,W (+18),33.2,7,11,0.636,4,5,0.8,5,7,0.714,1,7,8,4,1,0,3,2,23,20.1,24,Below,0.605421687,0.722891566,117.5,79.4,38.1,23.5,1.33,19,2.8,22.6,11.9,14.3,81.8,81.7,22.7,91.09,25.5
3/6/2009,6,61,CLE,@,BOS,L (-11),38.283333333,5,15,0.333,2,5,0.4,9,12,0.75,0,6,6,5,1,0,4,1,21,13.2,-1,Average,0.344797562,-0.026121027,120.6,120.3,0.3,21.7,1.25,16.7,0,17.6,9.7,13.3,40,51.8,33.8,85.89,10
3/7/2009,6,62,CLE,,MIA,W (+10),43.316666667,5,15,0.333,0,3,0,4,7,0.571,2,8,10,12,1,1,2,0,14,16.2,10,Above,0.373989996,0.230858022,120,107.6,12.4,41.4,6,37.5,5.7,21.1,13.7,6.3,33.3,38.7,23,88.1,12.8
3/10/2009,6,63,CLE,@,LAC,W (+4),43.7,10,23,0.435,0,6,0,12,16,0.75,4,9,13,11,2,2,4,2,32,30.1,7,Above,0.688787185,0.160183066,95.4,89.4,6,55,2.75,24.4,8.3,20.9,14.3,8.9,43.5,53.3,34.3,94.46,27.4
3/12/2009,6,64,CLE,@,PHO,W (+8),43.45,10,24,0.417,3,8,0.375,11,13,0.846,6,4,10,13,3,3,3,0,34,37,7,Above,0.851553510,0.161104718,122.7,114.8,8,50,4.33,28.3,13.3,11.8,12.7,6.5,47.9,57.2,31.4,97.22,22.6
3/13/2009,6,65,CLE,@,SAC,W (+3),46.983333333,16,30,0.533,4,11,0.364,15,17,0.882,0,4,4,9,2,3,3,2,51,43.4,6,Above,0.923731820,0.127704860,127,123,4,40.9,3,18.8,0,10,4.7,6.3,60,68,37.5,89.9,29.4
3/15/2009,6,66,CLE,,NYK,W (+5),39.866666667,9,17,0.529,0,3,0,1,3,0.333,1,7,8,10,4,3,3,1,19,22.4,-1,Average,0.561872910,-0.025083612,105.2,105.1,0.1,41.7,3.33,32.3,2.6,13.5,8.9,9.7,52.9,51.9,23.9,93.31,19.2
